10 year GDP Average,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2-Alpha Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,Alternative conversion factor,Average % of Forest Cover (10 yrs),"Average Agriculture Contribution to GDP(% of GDP, 10 yrs)",Average Arable Land %(10 yrs),Average rural population (10 yrs),Average,Balance of Payments Manual in use,Country Code (Country),Country Code,Country Name (GDP),Country Name,Currency Unit,External debt Reporting status,Government Accounting concept,IMF data dissemination standard,Income Group,Indicator Code,Indicator Name,Land area(Sq Km),Latest agricultural census,Latest household survey,Latest industrial data,Latest population census,Latest trade data,Latest water withdrawal data,Lending category,Long Name,National accounts base year,National accounts reference year,Number of Records,Other groups,PPP survey year,Region,SNA price valuation,Short Name,Source of most recent Income and expenditure data,Special Notes,System of National Accounts,System of trade,Table Name,Vital registration complete,WB-2 code
669394813903.399,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.326969345,24.121563804,23.425528771,21.548723601,19.590486181,19.521402777,17.879844428,17.286262325,17.138346203,16.672387376,16.092110223,18.082863416,19.612667309,ID,15.601971233,15.290265209,15.456451726,15.185348219,14.335780296,13.126618640,12.973802719,13.716683103,14.481740253,15.290148053,13.929212707,13.512287074,13.373974235,13.356699162,13.341662646,13.520732351,,,52.127612061,13.693050995,12.715269076,120905425.181818,16.579052875,"IMF Balance of Payments Manual, 6th edition.",IDN,IDN,Indonesia,Indonesia,Indonesian rupiah,Actual,Consolidated central government,Special Data Dissemination Standard (SDDS),Lower middle income,NV.AGR.TOTL.ZS,"Agriculture, value added (% of GDP)",1811570,2013,"Demographic and Health Survey, 2012",2013,2010,2015,2000,IBRD,Republic of Indonesia,2010,,1,,2011,East Asia & Pacific,Value added at producer prices (VAP),Indonesia,"Integrated household survey (IHS), 2014",Fiscal year end: March 31; reporting period for national accounts data: CY. Data for Indonesia include Timor-Leste through 1999 unless otherwise noted. Statistics Indonesia revised national accounts based on SNA2008. The new base year is 2010. Price valuation is in basic prices.,Country uses the 1993 System of National Accounts methodology.,General trade system,Indonesia,,ID
669394813903.399,,,,,,,,5667756644.83099,7076465295.33327,8337423312.88344,9150684931.50685,9333536359.79807,10997590361.4458,16273253012.0482,25802409638.5542,30463855421.6867,37269156626.506,45808915662.6506,51455719099.9244,51400186379.3033,72482337370.3493,85518233450.774,90158449307.2387,81052283404.6079,84853699994.0508,85289491750.3225,79954072569.8533,75929617576.8776,84300174477.2018,94451427898.3405,106140727357.035,116621996217.133,128026966579.964,158006700301.533,176892143931.505,202132028723.115,227369679374.973,215748998609.635,95445547872.715,140001351215.462,ID,165021012077.81,160446947784.909,195660611165.183,234772463823.808,256836875295.452,285868618224.017,364570514304.85,432216737774.861,510228635279.289,539580088908.138,755094160363.071,892969107923.094,917869910105.749,912524136718.018,890487074595.966,861933968740.332,,,52.127612061,13.693050995,12.715269076,120905425.181818,226234566200.28,"IMF Balance of Payments Manual, 6th edition.",IDN,IDN,Indonesia,Indonesia,Indonesian rupiah,Actual,Consolidated central government,Special Data Dissemination Standard (SDDS),Lower middle income,NY.GDP.MKTP.CD,GDP (current US$),1811570,2013,"Demographic and Health Survey, 2012",2013,2010,2015,2000,IBRD,Republic of Indonesia,2010,,1,,2011,East Asia & Pacific,Value added at producer prices (VAP),Indonesia,"Integrated household survey (IHS), 2014",Fiscal year end: March 31; reporting period for national accounts data: CY. Data for Indonesia include Timor-Leste through 1999 unless otherwise noted. Statistics Indonesia revised national accounts based on SNA2008. The new base year is 2010. Price valuation is in basic prices.,Country uses the 1993 System of National Accounts methodology.,General trade system,Indonesia,,ID
42999862537.2239,,104300,104700,105070,106200,105830,107400,107670,107680,107670,108010,108050,108050,103220,103330,103470,103620,103560,103670,103770,103850,104210,104410,104380,104220,104290,104350,104220,103730,103950,104280,104160,103980,104460,104210,104500,105040,105190,105130,106090,MM,108120,109390,109250,109820,110820,112630,115970,119840,122770,124410,125260,125580,125490,125870,126450,,,,48.142607173,36.033073563,16.282293325,35513985.4545455,108622.037037037,"IMF Balance of Payments Manual, 6th edition.",MMR,MMR,Myanmar,Myanmar,Myanmar kyat,Estimate,Consolidated central government,Enhanced General Data Dissemination System (e-GDDS),Lower middle income,AG.LND.AGRI.K2,Agricultural land (sq. km),653520,2010,"Demographic and Health Survey, 2015/16",,2014,2010,2000,IDA,Republic of the Union of Myanmar,2010/11,,1,,2011,East Asia & Pacific,Value added at producer prices (VAP),Myanmar,,Fiscal year end: March 31; reporting period for national accounts data: FY. Based on the government’s Planning Department and the IMF national accounts have been revised from 2010 to 2015. The new base year is 2010/11.,Country uses the 1968 System of National Accounts methodology.,General trade system,Myanmar,,MM
42999862537.2239,,15.959237384,16.020442513,16.077057257,16.249961747,16.193347002,16.433577134,16.474890596,16.476420724,16.474890596,16.526914955,16.533035468,16.533035468,15.793983536,15.810814946,15.832236741,15.855188665,15.846007895,15.862839306,15.878140588,15.890381614,15.945466230,15.976068795,15.971478410,15.946996358,15.957707256,15.966888025,15.946996358,15.872020075,15.905682896,15.956177128,15.937815589,15.910273281,15.983719436,15.945466230,15.989839949,16.072466873,16.095418796,16.086238027,16.233130336,MM,16.543746366,16.738072650,16.716650855,16.803868164,16.959995103,17.238582099,17.746797864,18.337617823,18.791997673,19.043318537,19.174601231,19.222703547,19.213044477,19.273289643,19.362099590,,,,48.142607173,36.033073563,16.282293325,35513985.4545455,16.622011848,"IMF Balance of Payments Manual, 6th edition.",MMR,MMR,Myanmar,Myanmar,Myanmar kyat,Estimate,Consolidated central government,Enhanced General Data Dissemination System (e-GDDS),Lower middle income,AG.LND.AGRI.ZS,Agricultural land (% of land area),653520,2010,"Demographic and Health Survey, 2015/16",,2014,2010,2000,IDA,Republic of the Union of Myanmar,2010/11,,1,,2011,East Asia & Pacific,Value added at producer prices (VAP),Myanmar,,Fiscal year end: March 31; reporting period for national accounts data: FY. Based on the government’s Planning Department and the IMF national accounts have been revised from 2010 to 2015. The new base year is 2010/11.,Country uses the 1968 System of National Accounts methodology.,General trade system,Myanmar,,MM
42999862537.2239,,9900000,9910000,9920000,9930000,9930000,9940000,9940000,9940000,9950000,9970000,9970000,9970000,9485000,9494000,9505000,9518000,9550000,9558000,9567000,9573000,9605000,9620000,9613000,9591000,9593000,9596000,9574000,9552000,9538000,9567000,9554000,9534000,9579000,9534000,9540000,9543000,9559000,9556000,9690000,MM,9909000,9990000,9862000,9851000,9912000,10059000,10336000,10577000,10694000,10794000,10811000,10786000,10751000,10772000,10789000,,,,48.142607173,36.033073563,16.282293325,35513985.4545455,9876870.37037037,"IMF Balance of Payments Manual, 6th edition.",MMR,MMR,Myanmar,Myanmar,Myanmar kyat,Estimate,Consolidated central government,Enhanced General Data Dissemination System (e-GDDS),Lower middle income,AG.LND.ARBL.HA,Arable land (hectares),653520,2010,"Demographic and Health Survey, 2015/16",,2014,2010,2000,IDA,Republic of the Union of Myanmar,2010/11,,1,,2011,East Asia & Pacific,Value added at producer prices (VAP),Myanmar,,Fiscal year end: March 31; reporting period for national accounts data: FY. Based on the government’s Planning Department and the IMF national accounts have been revised from 2010 to 2015. The new base year is 2010/11.,Country uses the 1968 System of National Accounts methodology.,General trade system,Myanmar,,MM
42999862537.2239,,15.148269425,15.163570707,15.178871989,15.194173272,15.194173272,15.209474554,15.209474554,15.209474554,15.224775836,15.255378401,15.255378401,15.255378401,14.513266212,14.527037366,14.543868776,14.563760443,14.612724546,14.624965572,14.638736726,14.647917495,14.696881599,14.719833522,14.709122624,14.675459804,14.678520060,14.683110445,14.649447624,14.615784803,14.594363008,14.638736726,14.618845059,14.588242495,14.657098265,14.588242495,14.597423264,14.602013649,14.626495700,14.621905316,14.826942498,MM,15.162040579,15.285980965,15.090124552,15.073293142,15.169416302,15.395800171,15.817099484,16.184661525,16.368951952,16.522271544,16.549306555,16.510278743,16.460231187,16.494150793,16.520181295,,,,48.142607173,36.033073563,16.282293325,35513985.4545455,15.114128301,"IMF Balance of Payments Manual, 6th edition.",MMR,MMR,Myanmar,Myanmar,Myanmar kyat,Estimate,Consolidated central government,Enhanced General Data Dissemination System (e-GDDS),Lower middle income,AG.LND.ARBL.ZS,Arable land (% of land area),653520,2010,"Demographic and Health Survey, 2015/16",,2014,2010,2000,IDA,Republic of the Union of Myanmar,2010/11,,1,,2011,East Asia & Pacific,Value added at producer prices (VAP),Myanmar,,Fiscal year end: March 31; reporting period for national accounts data: FY. Based on the government’s Planning Department and the IMF national accounts have been revised from 2010 to 2015. The new base year is 2010/11.,Country uses the 1968 System of National Accounts methodology.,General trade system,Myanmar,,MM
42999862537.2239,,0.336628209,0.351929492,0.382532056,0.517183340,0.460568596,0.682437188,0.683967316,0.693148086,0.693148086,0.703858983,0.711509625,0.719160266,0.726810907,0.729871163,0.734461548,0.737521804,0.679376932,0.685497445,0.687027573,0.687027573,0.693148086,0.703858983,0.709979496,0.719160266,0.725280779,0.729871163,0.743642317,0.702328855,0.758943599,0.768124369,0.769654497,0.772714753,0.777305138,0.829329498,0.872173088,0.910426294,0.910426294,0.910426294,0.910426294,MM,0.901245524,0.971631423,1.146066040,1.253175016,1.314621530,1.371372597,1.459898695,1.684722732,1.956192313,2.052655748,2.152282399,2.240964962,2.282783434,2.310589821,2.373369266,,,,48.142607173,36.033073563,16.282293325,35513985.4545455,0.981341810,"IMF Balance of Payments Manual, 6th edition.",MMR,MMR,Myanmar,Myanmar,Myanmar kyat,Estimate,Consolidated central government,Enhanced General Data Dissemination System (e-GDDS),Lower middle income,AG.LND.CROP.ZS,Permanent cropland (% of land area),653520,2010,"Demographic and Health Survey, 2015/16",,2014,2010,2000,IDA,Republic of the Union of Myanmar,2010/11,,1,,2011,East Asia & Pacific,Value added at producer prices (VAP),Myanmar,,Fiscal year end: March 31; reporting period for national accounts data: FY. Based on the government’s Planning Department and the IMF national accounts have been revised from 2010 to 2015. The new base year is 2010/11.,Country uses the 1968 System of National Accounts methodology.,General trade system,Myanmar,,MM
42999862537.2239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.008568718,59.342962940,58.677357163,58.011751385,57.346145607,56.680539829,56.014934051,55.349328274,54.683722496,54.018116718,MM,53.352510940,52.879089268,52.405667595,51.932245922,51.468274617,50.999449002,50.517085712,50.039478516,49.581668733,49.108525945,48.637602180,47.798986667,46.972670903,46.141054695,45.304403748,44.467752802,,,48.142607173,36.033073563,16.282293325,35513985.4545455,52.374611324,"IMF Balance of Payments Manual, 6th edition.",MMR,MMR,Myanmar,Myanmar,Myanmar kyat,Estimate,Consolidated central government,Enhanced General Data Dissemination System (e-GDDS),Lower middle income,AG.LND.FRST.ZS,Forest area (% of land area),653520,2010,"Demographic and Health Survey, 2015/16",,2014,2010,2000,IDA,Republic of the Union of Myanmar,2010/11,,1,,2011,East Asia & Pacific,Value added at producer prices (VAP),Myanmar,,Fiscal year end: March 31; reporting period for national accounts data: FY. Based on the government’s Planning Department and the IMF national accounts have been revised from 2010 to 2015. The new base year is 2010/11.,Country uses the 1968 System of National Accounts methodology.,General trade system,Myanmar,,MM
42999862537.2239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MM,,,,22.837370242,23.199783433,23.404066412,24.808140036,24.758010681,,,,,,,,,,,48.142607173,36.033073563,16.282293325,35513985.4545455,23.801474161,"IMF Balance of Payments Manual, 6th edition.",MMR,MMR,Myanmar,Myanmar,Myanmar kyat,Estimate,Consolidated central government,Enhanced General Data Dissemination System (e-GDDS),Lower middle income,AG.LND.IRIG.AG.ZS,Agricultural irrigated land (% of total agricultural land),653520,2010,"Demographic and Health Survey, 2015/16",,2014,2010,2000,IDA,Republic of the Union of Myanmar,2010/11,,1,,2011,East Asia & Pacific,Value added at producer prices (VAP),Myanmar,,Fiscal year end: March 31; reporting period for national accounts data: FY. Based on the government’s Planning Department and the IMF national accounts have been revised from 2010 to 2015. The new base year is 2010/11.,Country uses the 1968 System of National Accounts methodology.,General trade system,Myanmar,,MM
42999862537.2239,,653540,653540,653540,653540,653540,653540,653540,653540,653540,653540,653540,653540,653540,653540,653540,653540,653540,653540,653540,653540,653540,653540,653540,653540,653540,653540,653540,653540,653540,653540,653540,653540,653540,653540,653540,653540,653540,653540,653540,MM,653540,653540,653540,653540,653420,653360,653470,653520,653310,653300,653260,653290,653150,653080,653080,653080,653080,,48.142607173,36.033073563,16.282293325,35513985.4545455,653475.357142857,"IMF Balance of Payments Manual, 6th edition.",MMR,MMR,Myanmar,Myanmar,Myanmar kyat,Estimate,Consolidated central government,Enhanced General Data Dissemination System (e-GDDS),Lower middle income,AG.LND.TOTL.K2,Land area (sq. km),653520,2010,"Demographic and Health Survey, 2015/16",,2014,2010,2000,IDA,Republic of the Union of Myanmar,2010/11,,1,,2011,East Asia & Pacific,Value added at producer prices (VAP),Myanmar,,Fiscal year end: March 31; reporting period for national accounts data: FY. Based on the government’s Planning Department and the IMF national accounts have been revised from 2010 to 2015. The new base year is 2010/11.,Country uses the 1968 System of National Accounts methodology.,General trade system,Myanmar,,MM
42999862537.2239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657996.3125,,,,,,,,,,MM,657996.3125,,,,,,,,,,657996.3125,,,,,,,,48.142607173,36.033073563,16.282293325,35513985.4545455,657996.3125,"IMF Balance of Payments Manual, 6th edition.",MMR,MMR,Myanmar,Myanmar,Myanmar kyat,Estimate,Consolidated central government,Enhanced General Data Dissemination System (e-GDDS),Lower middle income,AG.LND.TOTL.RU.K2,Rural land area (sq. km),653520,2010,"Demographic and Health Survey, 2015/16",,2014,2010,2000,IDA,Republic of the Union of Myanmar,2010/11,,1,,2011,East Asia & Pacific,Value added at producer prices (VAP),Myanmar,,Fiscal year end: March 31; reporting period for national accounts data: FY. Based on the government’s Planning Department and the IMF national accounts have been revised from 2010 to 2015. The new base year is 2010/11.,Country uses the 1968 System of National Accounts methodology.,General trade system,Myanmar,,MM
42999862537.2239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6960.023438,,,,,,,,,,MM,6960.023438,,,,,,,,,,6960.023438,,,,,,,,48.142607173,36.033073563,16.282293325,35513985.4545455,6960.023438,"IMF Balance of Payments Manual, 6th edition.",MMR,MMR,Myanmar,Myanmar,Myanmar kyat,Estimate,Consolidated central government,Enhanced General Data Dissemination System (e-GDDS),Lower middle income,AG.LND.TOTL.UR.K2,Urban land area (sq. km),653520,2010,"Demographic and Health Survey, 2015/16",,2014,2010,2000,IDA,Republic of the Union of Myanmar,2010/11,,1,,2011,East Asia & Pacific,Value added at producer prices (VAP),Myanmar,,Fiscal year end: March 31; reporting period for national accounts data: FY. Based on the government’s Planning Department and the IMF national accounts have been revised from 2010 to 2015. The new base year is 2010/11.,Country uses the 1968 System of National Accounts methodology.,General trade system,Myanmar,,MM
42999862537.2239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MM,57.238645256,57.069191637,54.528332735,50.620560862,48.165090187,46.687240403,43.918958475,43.322766006,40.275095638,38.108120611,36.853075751,32.496182502,30.590199702,29.533725360,27.829716309,26.748728431,,,48.142607173,36.033073563,16.282293325,35513985.4545455,41.499101867,"IMF Balance of Payments Manual, 6th edition.",MMR,MMR,Myanmar,Myanmar,Myanmar kyat,Estimate,Consolidated central government,Enhanced General Data Dissemination System (e-GDDS),Lower middle income,NV.AGR.TOTL.ZS,"Agriculture, value added (% of GDP)",653520,2010,"Demographic and Health Survey, 2015/16",,2014,2010,2000,IDA,Republic of the Union of Myanmar,2010/11,,1,,2011,East Asia & Pacific,Value added at producer prices (VAP),Myanmar,,Fiscal year end: March 31; reporting period for national accounts data: FY. Based on the government’s Planning Department and the IMF national accounts have been revised from 2010 to 2015. The new base year is 2010/11.,Country uses the 1968 System of National Accounts methodology.,General trade system,Myanmar,,MM
42999862537.2239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MM,8905066163.58643,6477790688.22844,6777632512.0781,10467109977.6717,10567354056.4049,11986972418.5103,14502553709.8303,20182477480.5512,31862554101.9378,36906181380.8127,49540813342.4834,59977326085.9908,59731122170.0865,60132854536.7832,65574726566.3779,62600906116.0987,,,48.142607173,36.033073563,16.282293325,35513985.4545455,32262090081.7145,"IMF Balance of Payments Manual, 6th edition.",MMR,MMR,Myanmar,Myanmar,Myanmar kyat,Estimate,Consolidated central government,Enhanced General Data Dissemination System (e-GDDS),Lower middle income,NY.GDP.MKTP.CD,GDP (current US$),653520,2010,"Demographic and Health Survey, 2015/16",,2014,2010,2000,IDA,Republic of the Union of Myanmar,2010/11,,1,,2011,East Asia & Pacific,Value added at producer prices (VAP),Myanmar,,Fiscal year end: March 31; reporting period for national accounts data: FY. Based on the government’s Planning Department and the IMF national accounts have been revised from 2010 to 2015. The new base year is 2010/11.,Country uses the 1968 System of National Accounts methodology.,General trade system,Myanmar,,MM
6516947460591.63,,3423500,3451000,3479500,3508000,3546000,3582000,3618000,3654000,3700000,3746000,3792500,3838700,3894800,3961000,4007100,4066600,4126000,4184700,4231900,4276040,4329090,4425180,4529280,4645370,4763470,4824560,4877660,4933750,4994850,5056940,5113790,5143140,5182230,5228330,5228330,5228720,5233330,5236830,5231330,CN,5220030,5199150,5185330,5161330,5164330,5174330,5141330,5145680,5145490,5145530,5145500,5145530,5145530,5145530,5145530,,,1978–93,21.372520801,9.832711034,11.464921170,679016868.727273,4587105,"IMF Balance of Payments Manual, 6th edition.",CHN,CHN,China,China,Chinese yuan,Preliminary,Consolidated central government,Special Data Dissemination Standard (SDDS),Upper middle income,AG.LND.AGRI.K2,Agricultural land (sq. km),9388211.8,2007,"National Sample Survey on Population Changes, 2014",2007,2010,2015,2013,IBRD,People's Republic of China,2010,,1,,2011,East Asia & Pacific,Value added at producer prices (VAP),China,"Integrated household survey (IHS), 2014","On 1 July 1997 China resumed its exercise of sovereignty over Hong Kong; and on 20 December 1999 China resumed its exercise of sovereignty over Macao. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China. National accounts have been revised from 2010-2015 based on the National Bureau of Statistics data and World Bank estimates. The new base year is 2010.",Country uses the 1993 System of National Accounts methodology.,General trade system,China,,CN
6516947460591.63,,36.465795010,36.758714350,37.062285303,37.365856256,37.770617527,38.154075573,38.537533619,38.920991665,39.410965835,39.900940005,40.396239981,40.888344473,41.485899928,42.191036668,42.682075999,43.315846936,43.948552712,44.573802359,45.076558464,45.546720635,46.111788672,47.135302106,48.244134956,49.480680638,50.738636061,51.389343062,51.954943680,52.552392618,53.203206135,53.864564748,54.470108913,54.782733736,55.199105265,55.690144596,55.690203915,55.694417372,55.743521409,55.780802132,55.722218139,CN,55.601913888,55.379541724,55.232341762,54.976704991,55.008661127,55.115181786,54.763679480,54.810017687,54.807993872,54.808418771,54.808099221,54.808418771,54.808418771,54.808418771,54.808418771,,,1978–93,21.372520801,9.832711034,11.464921170,679016868.727273,48.860135756,"IMF Balance of Payments Manual, 6th edition.",CHN,CHN,China,China,Chinese yuan,Preliminary,Consolidated central government,Special Data Dissemination Standard (SDDS),Upper middle income,AG.LND.AGRI.ZS,Agricultural land (% of land area),9388211.8,2007,"National Sample Survey on Population Changes, 2014",2007,2010,2015,2013,IBRD,People's Republic of China,2010,,1,,2011,East Asia & Pacific,Value added at producer prices (VAP),China,"Integrated household survey (IHS), 2014","On 1 July 1997 China resumed its exercise of sovereignty over Hong Kong; and on 20 December 1999 China resumed its exercise of sovereignty over Macao. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China. National accounts have been revised from 2010-2015 based on the National Bureau of Statistics data and World Bank estimates. The new base year is 2010.",Country uses the 1993 System of National Accounts methodology.,General trade system,China,,CN
6516947460591.63,,102600000,102300000,102100000,101900000,101650000,101200000,100720000,100240000,99760000,99280000,98850000,98390000,97920000,98460000,96990000,96860000,96720000,96430000,96452000,96175000,96790000,101700000,107300000,114000000,120100000,120500000,120200000,120900000,122200000,123800000,124875000,122900000,121300000,120700000,119580000,119339000,119500000,119850000,119300000,CN,118170000,116082000,114500000,111700000,111600000,112250000,108700000,108485000,108116000,107720000,107220000,106520000,105920000,105720000,105700000,,,1978–93,21.372520801,9.832711034,11.464921170,679016868.727273,108671000,"IMF Balance of Payments Manual, 6th edition.",CHN,CHN,China,China,Chinese yuan,Preliminary,Consolidated central government,Special Data Dissemination Standard (SDDS),Upper middle income,AG.LND.ARBL.HA,Arable land (hectares),9388211.8,2007,"National Sample Survey on Population Changes, 2014",2007,2010,2015,2013,IBRD,People's Republic of China,2010,,1,,2011,East Asia & Pacific,Value added at producer prices (VAP),China,"Integrated household survey (IHS), 2014","On 1 July 1997 China resumed its exercise of sovereignty over Hong Kong; and on 20 December 1999 China resumed its exercise of sovereignty over Macao. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China. National accounts have been revised from 2010-2015 based on the National Bureau of Statistics data and World Bank estimates. The new base year is 2010.",Country uses the 1993 System of National Accounts methodology.,General trade system,China,,CN
6516947460591.63,,10.928554310,10.896599473,10.875296248,10.853993023,10.827363992,10.779431736,10.728303997,10.677176258,10.626048518,10.574920779,10.529118845,10.480121428,10.430058850,10.487577557,10.330998855,10.317151759,10.302239502,10.271349826,10.273693180,10.244188214,10.309695630,10.832689798,11.429180092,12.142838122,12.792586478,12.835192927,12.803238090,12.877799377,13.016270338,13.186696136,13.301200969,13.090831625,12.920405826,12.856496152,12.737211661,12.711554787,12.728703920,12.765984642,12.707400650,CN,12.587050580,12.364651842,12.196143990,11.897898308,11.887246907,11.956483555,11.578350270,11.555449948,11.516145334,11.473964528,11.420706245,11.346144649,11.282234709,11.260931396,11.258801064,,,1978–93,21.372520801,9.832711034,11.464921170,679016868.727273,11.575229017,"IMF Balance of Payments Manual, 6th edition.",CHN,CHN,China,China,Chinese yuan,Preliminary,Consolidated central government,Special Data Dissemination Standard (SDDS),Upper middle income,AG.LND.ARBL.ZS,Arable land (% of land area),9388211.8,2007,"National Sample Survey on Population Changes, 2014",2007,2010,2015,2013,IBRD,People's Republic of China,2010,,1,,2011,East Asia & Pacific,Value added at producer prices (VAP),China,"Integrated household survey (IHS), 2014","On 1 July 1997 China resumed its exercise of sovereignty over Hong Kong; and on 20 December 1999 China resumed its exercise of sovereignty over Macao. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China. National accounts have been revised from 2010-2015 based on the National Bureau of Statistics data and World Bank estimates. The new base year is 2010.",Country uses the 1993 System of National Accounts methodology.,General trade system,China,,CN
6516947460591.63,,0.186403217,0.191729023,0.197054829,0.202380635,0.207706442,0.213032248,0.221553538,0.230074828,0.238596117,0.247117407,0.255638697,0.264159987,0.272681277,0.281202567,0.289723857,0.298245147,0.306766437,0.315287727,0.324661146,0.333395468,0.341916758,0.351503209,0.372806434,0.404761271,0.521929007,0.639096743,0.745612867,0.777567704,0.798870929,0.798870929,0.798870929,0.830825766,0.926690278,0.990599952,1.109899193,1.139724953,1.171679859,1.171679859,1.171679859,CN,1.171681107,1.171681831,1.192985264,1.235591946,1.278198592,1.315479482,1.342108679,1.411344534,1.448625333,1.491231929,1.544490212,1.619051809,1.682961749,1.704265062,1.706395393,,,1978–93,21.372520801,9.832711034,11.464921170,679016868.727273,0.767742408,"IMF Balance of Payments Manual, 6th edition.",CHN,CHN,China,China,Chinese yuan,Preliminary,Consolidated central government,Special Data Dissemination Standard (SDDS),Upper middle income,AG.LND.CROP.ZS,Permanent cropland (% of land area),9388211.8,2007,"National Sample Survey on Population Changes, 2014",2007,2010,2015,2013,IBRD,People's Republic of China,2010,,1,,2011,East Asia & Pacific,Value added at producer prices (VAP),China,"Integrated household survey (IHS), 2014","On 1 July 1997 China resumed its exercise of sovereignty over Hong Kong; and on 20 December 1999 China resumed its exercise of sovereignty over Macao. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China. National accounts have been revised from 2010-2015 based on the National Bureau of Statistics data and World Bank estimates. The new base year is 2010.",Country uses the 1993 System of National Accounts methodology.,General trade system,China,,CN
6516947460591.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.738007616,16.949547573,17.161087530,17.372627486,17.584167443,17.795726356,18.007285718,18.218826126,18.430366533,18.641906941,CN,18.853467430,19.195256538,19.537036078,19.878814633,20.220592578,20.562371633,20.723561892,20.884752609,21.045942002,21.207130943,21.368320333,21.532590181,21.696860030,21.861129879,22.025399727,22.189669576,,1978–93,21.372520801,9.832711034,11.464921170,679016868.727273,19.603170976,"IMF Balance of Payments Manual, 6th edition.",CHN,CHN,China,China,Chinese yuan,Preliminary,Consolidated central government,Special Data Dissemination Standard (SDDS),Upper middle income,AG.LND.FRST.ZS,Forest area (% of land area),9388211.8,2007,"National Sample Survey on Population Changes, 2014",2007,2010,2015,2013,IBRD,People's Republic of China,2010,,1,,2011,East Asia & Pacific,Value added at producer prices (VAP),China,"Integrated household survey (IHS), 2014","On 1 July 1997 China resumed its exercise of sovereignty over Hong Kong; and on 20 December 1999 China resumed its exercise of sovereignty over Macao. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China. National accounts have been revised from 2010-2015 based on the National Bureau of Statistics data and World Bank estimates. The new base year is 2010.",Country uses the 1993 System of National Accounts methodology.,General trade system,China,,CN
6516947460591.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CN,,,,9.180385676,,,10.482112605,,,,,10.491047569,,,,,,1978–93,21.372520801,9.832711034,11.464921170,679016868.727273,10.051181950,"IMF Balance of Payments Manual, 6th edition.",CHN,CHN,China,China,Chinese yuan,Preliminary,Consolidated central government,Special Data Dissemination Standard (SDDS),Upper middle income,AG.LND.IRIG.AG.ZS,Agricultural irrigated land (% of total agricultural land),9388211.8,2007,"National Sample Survey on Population Changes, 2014",2007,2010,2015,2013,IBRD,People's Republic of China,2010,,1,,2011,East Asia & Pacific,Value added at producer prices (VAP),China,"Integrated household survey (IHS), 2014","On 1 July 1997 China resumed its exercise of sovereignty over Hong Kong; and on 20 December 1999 China resumed its exercise of sovereignty over Macao. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China. National accounts have been revised from 2010-2015 based on the National Bureau of Statistics data and World Bank estimates. The new base year is 2010.",Country uses the 1993 System of National Accounts methodology.,General trade system,China,,CN
